Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Кабельный фасад - Тёмные доски
appliedenergistics2:facade:0, Кабельный фасад - Доски из дерева времени
appliedenergistics2:facade:0, Кабельный фасад - Доски из загадочного дерева
appliedenergistics2:facade:0, Кабельный фасад - Доски из дерева шахтёра
appliedenergistics2:facade:0, Кабельный фасад - Доски из правильного дерева
appliedenergistics2:facade:0, Кабельный фасад - Терроркотта (круглая)
appliedenergistics2:facade:0, Кабельный фасад - Терроркотта (диагональная)
appliedenergistics2:facade:0, Кабельный фасад - Лесная каменная колонна
appliedenergistics2:facade:0, Кабельный фасад - Источник воды
appliedenergistics2:facade:0, Кабельный фасад - Источник нефти
appliedenergistics2:facade:0, Кабельный фасад - tile.decorated.destroy.name
appliedenergistics2:facade:0, Кабельный фасад - Чертёж (декорация)
appliedenergistics2:facade:0, Кабельный фасад - Шаблон (декорация)
appliedenergistics2:facade:0, Кабельный фасад - tile.decorated.paper.name
appliedenergistics2:facade:0, Кабельный фасад - tile.decorated.leather.name
appliedenergistics2:facade:0, Кабельный фасад - Лазер (декорация)
appliedenergistics2:facade:0, Кабельный фасад - Редстоуновая руда Незера
appliedenergistics2:facade:0, Кабельный фасад - Железная руда Незера
appliedenergistics2:facade:0, Кабельный фасад - Золотая руда Незера
appliedenergistics2:facade:0, Кабельный фасад - Каменный уголь Незера
appliedenergistics2:facade:0, Кабельный фасад - Лазуритовая руда Незера
appliedenergistics2:facade:0, Кабельный фасад - Изумрудная руда Незера
appliedenergistics2:facade:0, Кабельный фасад - Алмазная руда Незера
appliedenergistics2:facade:0, Кабельный фасад - Редстоуновая руда Энда
appliedenergistics2:facade:0, Кабельный фасад - Каменный уголь Энда
appliedenergistics2:facade:0, Кабельный фасад - Лазуритовая руда Энда
appliedenergistics2:facade:0, Кабельный фасад - Изумрудная руда Энда
appliedenergistics2:facade:0, Кабельный фасад - Алмазная руда Энда
appliedenergistics2:facade:0, Кабельный фасад - Золотая руда Энда
appliedenergistics2:facade:0, Кабельный фасад - Железная руда Энда
appliedenergistics2:facade:0, Кабельный фасад - Сухая торфяная почва
appliedenergistics2:facade:0, Кабельный фасад - Насыщенная торфяная почва
appliedenergistics2:facade:0, Кабельный фасад - Звукопоглотитель
appliedenergistics2:facade:0, Кабельный фасад - Подстригатель
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
